,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
303,US,"Herbal and chalky, this full-bodied wine is surprisingly bright in acidity, helping to quell the rich notions of blueberry, red cherry and cinnamon. The oak adds additional spice and vanilla, weaving easily within the dense layers of texture and tannin.",,93,95,California,Napa,Napa Valley,Virginie Boone,@vboone,Yao Family Wines 2017 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Yao Family Wines
304,Portugal,"An impressively rich and finely textured wine, this has both ripe black fruits and great swathes of perfumes. The wood aging and richness are balanced by the wine's style, touches of vanilla and inherent structure. Drink this fine single-vineyard wine from 2023.",Vinha de S. Lázaro,93,25,Alentejo,,,Roger Voss,@vossroger,J. Portugal Ramos 2017 Vinha de S. Lázaro Touriga Nacional (Alentejo),Touriga Nacional,J. Portugal Ramos
305,Portugal,"The quinta, situated in the prestigious Torto River valley near its mouth at the Douro, is now producing some fine Ports. This Vintage, superficially soft and fruity, is in fact still packed with dense tannins, giving a solid structure, some maturing sweetness and black fruits. The wine will be ready from 2028.",Vintage,93,100,Port,,,Roger Voss,@vossroger,Quinta da Corte 2015 Vintage  (Port),Port,Quinta da Corte
306,Portugal,"A beautifully perfumed Port, this has a fine balance between its structure and the opulent black fruits. There is some sweetness but this is definitely equaled by the wine's dry edge. Drink this very fine wine now.",Late Bottled Vintage,93,25,Port,,,Roger Voss,@vossroger,Cockburn's 2015 Late Bottled Vintage  (Port),Port,Cockburn's
307,Portugal,"Pure Touriga Nacional, aged in wood and from vineyards close to the Serra da Estrela mountains, this is a fine, rich evocation of the perfumes and complexity of the grape at its best. The wine has structure with firm tannins and an impressive concentration. Drink from 2023.",Reserva,93,55,Dão,,,Roger Voss,@vossroger,Quinta do Covão 2017 Reserva Touriga Nacional (Dão),Touriga Nacional,Quinta do Covão
308,New Zealand,"The color of rose petals, this is a refreshingly lightweight, accessible Syrah that clocks in at just 11.5% alcohol. Aromas are bouncy and fresh: rhubarb and cranberry, savory herbal and floral notes and a slight roasted, charred quality. The palate is medium in weight, with a savory streak amid crunchy, silky fruit and soft but structured tannins. There's a medicinal bite to the finish. An autumnal wine for drinking now.",Mister,93,22,Hawke's Bay,,,Christina Pickard,@ckpickard,Te Awanga 2017 Mister Syrah (Hawke's Bay),Syrah,Te Awanga
309,France,"As with so many dry wines from the Sauternes region, this superrich release has a touch of honey to go with the tropical fruits and concentration from old vines. This powerful, ripe wine will be ready from 2022.",S de Suduiraut Vieilles Vignes,93,73,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Suduiraut 2018 S de Suduiraut Vieilles Vignes  (Bordeaux Blanc),Bordeaux-style White Blend,Château Suduiraut
310,US,"This blend combines 67% Grenache from the Dry Stack Vineyard in Bennett Valley with 23% Mourvèdre and 10% Syrah from other parts of the county, including Sonoma Mountain. Meaty, it is densely built around a core of iron, garrigue and black olive, the fruit darkly packed in black cherry and blackberry. White pepper underscores its varietal abundance and joy.",Cuvée Moriah,93,50,California,Sonoma,Sonoma County,Virginie Boone,@vboone,Donelan 2016 Cuvée Moriah Red (Sonoma County),Rhône-style Red Blend,Donelan
311,US,"Those seeking wines of tremendous power and unctuous oak will enjoy this booming bottling, which was aged in 71% new barrels and begins with aromas of milk chocolate, cassis, maple butter and purple flowers. It's thick and lush on the palate, where caramelized black-fruit, creamy cappuccino and bold baking-spice flavors go big.",Intrepid,93,99,California,Central Coast,Adelaida District,Matt Kettmann,@mattkettmann,Law 2017 Intrepid Syrah (Adelaida District),Syrah,Law
312,US,"Merlot (46%) and Cabernet Franc (42%) take the lead, with bits of Cabernet Sauvignon and Petit Verdot finishing it off. The aromas bring immediate appeal, with notes of leafy herbs and chocolate-covered cherry. A full-bodied, action-packed palate follows. There's density and richness as well as plenty of finely combed tannins and bright acidity. It brings an impressive seamlessness.",Ursa,93,39,Washington,Columbia Valley,Columbia Valley (WA),Sean P. Sullivan,@wawinereport,Baer 2017 Ursa Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Baer
313,Italy,"Baked plum, dark-spice and forest-floor aromas mingle with whiffs of crushed mint. Fleshy and concentrated, the chewy palate doles out mouthfuls of raspberry jam, licorice and tobacco before an espresso finish. It's already surprisingly accessible, with rounded, fine-grained tannins. Drink through 2028.",,93,70,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Campogiovanni 2016  Brunello di Montalcino,Sangiovese,Campogiovanni
314,Italy,"Aromas of wild berry, violet and forest floor take center stage along with whiffs of new leather and menthol. The full-bodied palate offers dried cherry, orange zest, licorice and tobacco alongside firm tannins and fresh acidity. Best between 2024 and 2031.",,93,65,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Capanna 2016  Brunello di Montalcino,Sangiovese,Capanna
315,Italy,"Eucalyptus, red-skinned berry and tobacco aromas are front and center. The savory, youthful palate offers juicy red cherry, nutmeg and licorice alongside fine-grained tannins. It's balanced, with fresh acidity. Drink 2024–2035.",A.D. 1441,93,80,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Castello Tricerchi 2016 A.D. 1441  (Brunello di Montalcino),Sangiovese,Castello Tricerchi
316,France,"In this ripe, classic wine, the tannins and black-currant fruit are equally important. Warm tannins are underlined by the fruitiness and richness of Cabernet Sauvignon, giving the wine a fine, medium-term future. Drink from 2025. Organic.",,93,70,Bordeaux,Margaux,,Roger Voss,@vossroger,Château Angludet 2018  Margaux,Bordeaux-style Red Blend,Château Angludet
317,France,"Offering structure as well as black-currant fruits, this wine is already balanced. It has fruit weight, the succulent Merlot balanced by complex Cabernet Sauvignon in the blend. A wine with a good future, this should be ready from 2024.",,93,30,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château de France 2018  Pessac-Léognan,Bordeaux-style Red Blend,Château de France
318,Italy,"Violet, underbrush, ripe berry and camphor aromas waft out of the glass on this focused red. It's elegantly structured, featuring juicy morello cherry, cranberry and licorice before a coffee-bean finish. Tightly woven, fine-grained tannins and fresh acidity keeps it energized. Drink 2024–2036.",Prime Donne,93,90,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Donatella Cinelli Colombini 2016 Prime Donne  (Brunello di Montalcino),Sangiovese,Donatella Cinelli Colombini
319,US,"Concentrated aromas of lemon oil, peach, pine and struck flint grace the nose of this single-vineyard Riesling. It's rounded and full in feel on the palate, filled out by juicy orchard fruit flavors yet expertly honed by zesty acidity and a delicate grip of white tea. A lemon oil tone lingers on the finish, but with ample lift and length.",Magdalena Vineyard,93,35,New York,Finger Lakes,Seneca Lake,Alexander Peartree,@apatrone23,Hermann J. Wiemer 2019 Magdalena Vineyard Riesling (Seneca Lake),Riesling,Hermann J. Wiemer
320,US,"Intensely coiled aromas of fresh lime, crushed stone and peach blossom give this single-vineyard wine a sense of vitality. Bright shots of lime, grapefruit and lemon are met with a juicy apple core on the dry palate, leading to a gently creamy texture on the lingering finish.",Caywood East Vineyard Estate Bottled,93,20,New York,Finger Lakes,Finger Lakes,Alexander Peartree,@apatrone23,Wagner 2019 Caywood East Vineyard Estate Bottled Riesling (Finger Lakes),Riesling,Wagner
321,France,"The second wine of this estate, formerly La Parde de Haut-Bailly, is a good reflection of the top wine. Firm tannins are embellished by black fruits that give richness and density. While tannins are there, the wine is generously textured and set for great medium-term aging. Drink from 2025.",Haut-Bailly II,93,41,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Haut-Bailly 2018 Haut-Bailly II  (Pessac-Léognan),Bordeaux-style Red Blend,Château Haut-Bailly
322,France,"Rich with smoky flavors and tastes of wood aging, this wine is just starting out. The fruit is certainly there, lush black-plum flavors supported by a core of dense tannins. With its richness and potential, the wine needs time. Drink from 2025.",,93,79,Bordeaux,Pomerol,,Roger Voss,@vossroger,Château le Bon Pasteur 2018  Pomerol,Bordeaux-style Red Blend,Château le Bon Pasteur
323,France,"This estate surrounded by the suburbs of Bordeaux has increased in quality. Offering bright, herbal fruitiness and a tight texture, this wine is full of green-apple and citrus flavors. With delicious acidity and touches of vanilla from wood aging, it will age. Drink from 2022.",,93,67,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Picque Caillou 2018  Pessac-Léognan,Bordeaux-style White Blend,Château Picque Caillou
324,US,"Earthy with a touch of leather, cigar box and crushed rock, this muscular, boldly ripe red is complex and structured, with a hearty imprint of oak and tannin. Blue and red fruit provide richness and a tang of freshness to the powerful varietal expression.",Estate,93,200,California,Sonoma,Alexander Valley,Virginie Boone,@vboone,Crescere 2017 Estate Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Crescere
325,US,"Not much of this crowd-pleasing wine was made, but what exists is a lively and fresh expression that's bold in peppery spice and garrigue. A leathery backbone of cola and nutmeg contribute nuanced richness to the blackberry and cherry fruit.",Drouthy Neebors,93,56,California,Sonoma,Sonoma County,Virginie Boone,@vboone,MacLaren 2017 Drouthy Neebors Syrah (Sonoma County),Syrah,MacLaren
326,US,"The wine, the result of a 10-year solera process, is utterly fascinating. Dark brown in color, it begins with aromas of maple, brown sugar and raisin. The palate's texture is most unique—both viscous and waxy yet brisk with remnants of acidity, carrying flavors of toasted macadamia nut and hazelnut as well as butterscotch.",Vin Santo,93,65,California,Central Coast,Santa Ynez Valley,Matt Kettmann,@mattkettmann,Piedrasassi NV Vin Santo Sangiovese (Santa Ynez Valley),Sangiovese,Piedrasassi
327,US,"Wonderful fruit complexity, a full body and a velvety texture add up to a lot of enjoyment in this concentrated, layered release. Blackberry, dried plum, blueberry and a hint of espresso make an enticing combination while moderate tannins support them well.",Giannecchini Family Vineyard Old Vine,93,45,California,Mendocino County,Mendocino County,Jim Gordon,@gordone_cellars,Shannon Ridge 2018 Giannecchini Family Vineyard Old Vine Zinfandel (Mendocino County),Zinfandel,Shannon Ridge
328,US,"Rich, lush blackberries and raspberries meet subtle black-pepper, cocoa and beef jus flavors in this full-bodied, nicely polished wine made from Petite Sirah, Zinfandel and Petit Verdot. It's mouthfilling, rounded and plump, backed by velvety, smooth tannins.",Sol,93,39,California,Central Valley,Lodi,Jim Gordon,@gordone_cellars,Markus Wine Co 2018 Sol Red (Lodi),Red Blends,Markus Wine Co
329,New Zealand,"Te Mata's bright, cherry-hued Gamay makes for a refreshing change from its more polished, structured, traditionally made reds. Aromas of fresh red currants and blueberries are followed by savory spice and autumnal woodsy notes like damp leaves, sap and wet stones. There's lovely tension and freshness on the palate, which is silky but cinched by sappy tannins. There's a medicinal bitters bite at the finish. Drink now.",Estate Vineyards,93,22,Hawke's Bay,,,Christina Pickard,@ckpickard,Te Mata 2020 Estate Vineyards Gamay Noir (Hawke's Bay),Gamay Noir,Te Mata
330,US,"This blend of Cabernet Sauvignon, Merlot, Cabernet Franc and Petit Verdot isn't ready to reveal its charms at present, with subdued notes of café au lait, dried herbs, moist earth, raspberry and cherry. The palate displays the winery's reserved style, with the exquisite balance of the vintage on full display. Best after 2028.",Ciel du Cheval,93,55,Washington,Columbia Valley,Red Mountain,Sean P. Sullivan,@wawinereport,Seven Hills Winery 2018 Ciel du Cheval Red (Red Mountain),Bordeaux-style Red Blend,Seven Hills Winery
331,France,"The second wine of Chäteau Calon Ségur, this is luscious and massively dense, with black-plum fruits backed by velvet tannins and acidity. It shows power along with good potential for aging. Drink from 2026.",Le Marquis de Calon Ségur,93,35,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Calon Ségur 2018 Le Marquis de Calon Ségur  (Saint-Estèphe),Bordeaux-style Red Blend,Château Calon Ségur
